Name,Hash,Id,Tag,Tier,Type,Source,Equippable,Power,Power Limit,Masterwork Type,Masterwork Tier,Owner,Armor2.0,Locked,Equipped,Year,Season,Event,Mobility,Resilience,Recovery,Discipline,Intellect,Strength,Total,Custom,Mobility (Base),Resilience (Base),Recovery (Base),Discipline (Base),Intellect (Base),Strength (Base),Total (Base),Custom (Base),Seasonal Mod,Notes,Perks 0,Perks 1,Perks 2,Perks 3,Perks 4,Perks 5,Perks 6,Perks 7,Perks 8,Perks 9,Perks 10,Perks 11,Perks 12,Perks 13,Perks 14
Notorious Reaper Cloak,1916971416,"""6917529092040673433""",,Legendary,Hunter Cloak,gambitprime,Hunter,1350,1060,Solar Damage Resistance,5,Hunter(1562),false,true,false,2,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Masterwork*,Better Already*,Fusion Rifle Reserves*,,,,,,,,,,,,
Legacy's Oath Cloak,1021060724,"""6917529210588742810""",,Legendary,Hunter Cloak,deepstonecrypt,Hunter,1550,,Solar Energy Capacity,10,Hunter(1562),true,true,false,4,12,,2,12,2,2,2,2,22,0,0,0,0,0,0,0,0,0,"combatstyle,deepstonecrypt",,Resilience Mod*,Bomber*,Bomber*,Night's Chill*,Upgrade Armor*,,,,,,,,,,
Medal Mantle,223597399,"""6917529742380050343""",,Legendary,Hunter Cloak,events,Hunter,1550,,Stasis Cost,10,Hunter(1562),true,true,false,5,16,Guardian Games,12,2,2,2,2,2,22,0,0,0,0,0,0,0,0,0,combatstyle,,Mobility Mod*,Utility Kickstart*,Utility Kickstart*,Upgrade Armor*,,,,,,,,,,,
Cloak of Temptation,2861892194,"""6917529727027873107""",,Legendary,Hunter Cloak,garden,Hunter,1570,,Stasis Cost,10,Hunter(1562),true,true,false,4,12,,2,12,2,2,2,2,22,0,0,0,0,0,0,0,0,0,"combatstyle,gardenofsalvation",,Resilience Mod*,Utility Kickstart*,Revitalizing Blast*,Shield Break Charge*,Irradiant Charoite*,Upgrade Armor*,Contender Cloak*,,,,,,,,
Bladesmith's Memory Cloak,3164851950,"""6917529085156376756""",,Legendary,Hunter Cloak,dcv,Hunter,1350,1060,Void Damage Resistance,5,Hunter(1562),false,true,false,2,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Paragon Mod*,Masterwork*,Bergusian Night*,Insulation*,Sniper Rifle Scavenger*,,,,,,,,,,
Notorious Sentry Cloak,950313580,"""6917529096976375815""",,Legendary,Hunter Cloak,gambitprime,Hunter,1350,1060,Arc Damage Resistance,5,Hunter(1562),false,true,false,2,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Recovery Mod*,Masterwork*,Recuperation*,Heavy Ammo Finder*,,,,,,,,,,,
Penumbral Cloak,2765688378,"""6917529094079155730""",,Legendary,Hunter Cloak,crownofsorrow,Hunter,1350,1060,Arc Damage Resistance,1,Hunter(1562),false,true,false,2,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Tier 1 Armor*,Imperial Opulence*,Insulation*,Scout Rifle Reserves*,Empty Activity Mod Socket*,,,,,,,,,,
St0mp-EE5,193869520,"""6917529807008493829""",,Exotic,Leg Armor,,Hunter,1570,,Void Energy Capacity,4,Hunter(1562),true,false,false,1,1,,18,12,2,16,10,6,64,0,18,12,2,16,10,6,64,0,combatstyle,,Upgrade Armor*,*,*,*,*,Hydraulic Boosters*,,,,,,,,,
Red Moon Phantom Steps,1649776522,"""6917529807008497674""",,Legendary,Leg Armor,legendaryengram,Hunter,1560,,Arc Energy Capacity,1,Hunter(1562),true,false,false,4,13,,2,10,13,2,12,13,52,0,2,10,13,2,12,13,52,0,combatstyle,,Change Energy Type*,*,*,*,*,,,,,,,,,,
Shadow Specter,402937789,"""6917529806822421358""",,Rare,Helmet,campaign,Hunter,1560,,Arc Energy Capacity,5,Hunter(1562),true,false,true,2,4,,6,11,7,8,2,16,50,0,6,11,7,8,2,16,50,0,,,Upgrade Armor*,*,*,*,*,,,,,,,,,,
Shards of Galanor,691578979,"""6917529797934378255""",,Exotic,Gauntlets,,Hunter,1570,,Stasis Cost,10,Hunter(1562),true,true,true,2,4,,15,15,9,4,13,20,76,0,13,13,7,2,11,18,64,0,combatstyle,,Upgrade Armor*,*,*,*,*,Sharp Edges*,,,,,,,,,
Deep Explorer Vest,145651147,"""6917529804555575050""",,Legendary,Chest Armor,duality,Hunter,1570,,Arc Energy Capacity,10,Hunter(1562),true,true,true,5,17,,31,4,4,14,18,8,79,0,29,2,2,12,16,6,67,0,combatstyle,,Bow Reserves*,Bow Reserves*,Radiant Light*,Upgrade Armor*,*,*,*,*,Artifice Armor*,,,,,,
Anti-Extinction Legs,3890232472,"""6917529611044945023""",,Legendary,Leg Armor,do,Hunter,1570,,Void Energy Capacity,10,Hunter(1562),true,true,true,3,10,,9,4,26,32,4,4,79,0,7,2,24,30,2,2,67,0,combatstyle,,Rocket Launcher Scavenger*,Horizon Blush*,Upgrade Armor*,*,*,*,*,Pathfinder's Legguards*,,,,,,,
Resonant Fury Cloak,4124357755,"""6917529652679553395""",,Legendary,Hunter Cloak,vow,Hunter,1570,,Arc Energy Capacity,10,Hunter(1562),true,true,true,5,16,,12,2,2,2,2,2,22,0,0,0,0,0,0,0,0,0,"combatstyle,vowofthedisciple",,Mobility Mod*,Deprecated Armor Mod*,Radiant Light*,Shattered Sinew*,Change Energy Type*,,,,,,,,,,
Deep Explorer Strides,2724719415,"""6917529806425915123""",,Legendary,Leg Armor,duality,Hunter,1560,,Solar Energy Capacity,3,Vault,true,true,false,5,17,,2,26,6,20,12,2,68,0,2,26,6,20,12,2,68,0,combatstyle,,Upgrade Armor*,*,*,*,*,Artifice Armor*,,,,,,,,,
Geomag Stabilizers,121305948,"""6917529795809779502""",,Exotic,Leg Armor,,Warlock,1570,,Arc Energy Capacity,10,Vault,true,true,false,2,4,,4,35,14,8,9,22,92,0,2,23,12,6,7,20,70,0,combatstyle,,Resilience Mod*,Rocket Launcher Scavenger*,Elemental Charge*,Iris Gossamer*,Upgrade Armor*,*,*,*,*,Close Enough*,,,,,
Rain of Fire,1624882687,"""6917529762630891530""",,Exotic,Leg Armor,lostsectors,Warlock,1565,,Solar Energy Capacity,1,Vault,true,true,false,5,17,,2,13,16,2,20,10,63,0,2,13,16,2,20,10,63,0,combatstyle,,Change Energy Type*,*,*,*,*,Soaring Fusilier*,,,,,,,,,
Transversive Steps,138282166,"""6917529207590431882""",,Exotic,Leg Armor,,Warlock,1560,,Arc Energy Capacity,10,Vault,true,true,false,1,1,,18,4,27,9,17,11,86,0,16,2,15,7,15,9,64,0,combatstyle,,Recovery Mod*,Trace Rifle Scavenger*,Upgrade Armor*,*,*,*,*,Mindstriders*,Strange Protractor*,,,,,,
Wise Warlock Gloves,2421406347,"""6917529029377676467""",,Common,Gauntlets,,Warlock,1350,,,,Vault,false,true,false,1,1,,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,
Graviton Forfeit,2773056939,"""6917529671565701918""",,Exotic,Helmet,,Hunter,1570,,Stasis Cost,10,Vault,true,true,false,1,2,,12,4,23,8,27,4,78,0,10,2,21,6,25,2,66,0,combatstyle,,Trace Rifle Ammo Finder*,Linear Fusion Rifle Ammo Finder*,Photo Finish*,Upgrade Armor*,*,*,*,*,Vanishing Shadow*,,,,,,
Brave Titan Plate,722380134,"""6917529033691156752""",,Common,Chest Armor,,Titan,1350,,,,Vault,false,true,false,1,1,,0,1,1,0,0,0,2,0,0,1,1,0,0,0,2,0,,,,,,,,,,,,,,,,,
Iron Forerunner Hood,2217519207,"""6917529770091675739""",,Legendary,Helmet,ironbanner,Warlock,1560,,Arc Energy Capacity,10,Vault,true,true,false,4,15,,4,16,29,10,8,19,86,0,2,14,17,8,6,17,64,0,combatstyle,,Recovery Mod*,Sword Ammo Finder*,Sword Ammo Finder*,Upgrade Armor*,*,*,*,*,Iron Truage Hood*,Iron Lord's Pride*,,,,,
Liar's Handshake,3295711091,"""6917529090212874490""",,Exotic,Gauntlets,,Hunter,1350,,,,Vault,false,true,false,2,6,,20,10,0,5,5,10,50,0,20,0,0,5,5,10,40,0,,,Cross Counter*,Mobility Enhancement Mod,Plasteel Reinforcement Mod*,Auto Rifle Loader,Scout Rifle Loader,Rifle Loader*,Shotgun Scavenger*,Sniper Rifle Scavenger,*,,,,,,
Brave Titan Greaves,238766140,"""6917529033691157582""",,Common,Leg Armor,,Titan,1350,,,,Vault,false,true,false,1,1,,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,,,,,,,,,,,,,,,,,
Astrocyte Verse,866590993,"""6917529096007962152""",,Exotic,Helmet,,Warlock,1350,,,,Vault,false,true,false,2,7,,20,0,10,7,6,7,50,0,10,0,10,7,6,7,40,0,,,Move to Survive*,Mobility Enhancement Mod*,Restorative Mod,Scout Rifle Targeting*,Bow Targeting,Sword Reserves*,Special Ammo Finder,*,,,,,,,
Ophidian Aspect,3627185503,"""6917529586288230298""",,Exotic,Gauntlets,,Warlock,1350,,Arc Energy Capacity,10,Vault,true,true,false,1,2,,12,11,17,16,9,14,79,0,10,9,15,14,7,12,67,0,combatstyle,,Submachine Gun Loader*,Submachine Gun Loader*,Upgrade Armor*,*,*,*,*,Cobra Totemic*,,,,,,,
Notorious Collector Vest,2082319039,"""6917529091098292428""",,Legendary,Chest Armor,gambitprime,Hunter,1350,1060,Arc Damage Resistance,5,Vault,false,true,false,2,6,,10,10,20,5,5,5,55,0,10,10,10,5,5,5,45,0,,,Survivalist Hunter Armor*,Plasteel Reinforcement Mod,Restorative Mod*,Masterwork*,Unflinching Light Arms Aim*,Special Ammo Finder*,,,,,,,,,
Aeon Soul,2950045886,"""6917529804313857611""",,Exotic,Gauntlets,,Warlock,1570,,Arc Energy Capacity,10,Vault,true,true,false,1,2,,10,18,13,18,8,10,77,0,8,16,11,16,6,8,65,0,combatstyle,,Upgrade Armor*,*,*,*,*,Sect of Insight*,,,,,,,,,
Boots of Feltroc,75025442,"""6917529204893857921""",,Legendary,Leg Armor,dcv,Hunter,1350,,Arc Energy Capacity,10,Vault,true,true,false,3,11,,10,12,14,10,20,4,70,0,8,10,12,8,18,2,58,0,combatstyle,,Trace Rifle Scavenger*,Deprecated Armor Mod*,Upgrade Armor*,*,*,*,*,,,,,,,,
Notorious Invader Strides,1320043185,"""6917529090660639908""",,Legendary,Leg Armor,gambitprime,Hunter,1350,1060,Void Damage Resistance,5,Vault,false,true,false,2,6,,30,0,0,10,5,5,50,0,20,0,0,10,5,5,40,0,,,Mobile Hunter Armor*,Mobility Enhancement Mod*,Plasteel Reinforcement Mod,Masterwork*,Crimson Valor*,Submachine Gun Dexterity*,Scout Rifle Scavenger*,,,,,,,,
Stormdancer's Brace,1996008488,"""6917529795101830634""",,Exotic,Chest Armor,campaign,Warlock,1570,,Arc Energy Capacity,5,Vault,true,true,false,3,8,,12,12,6,9,11,12,62,0,12,12,6,9,11,12,62,0,combatstyle,,Upgrade Armor*,*,*,*,*,Ascending Amplitude*,,,,,,,,,
Solstice Hood (Magnificent),1858878452,"""6917529201666643025""",,Legendary,Helmet,events,Warlock,1350,,Solar Energy Capacity,10,Vault,true,true,false,3,11,Solstice,9,4,23,18,4,14,72,0,7,2,21,16,2,12,60,0,combatstyle,,Sword Ammo Finder*,Sword Ammo Finder*,Lawful Neutral*,Upgrade Armor*,*,*,*,*,,,,,,,
Young Ahamkara's Spine,475652357,"""6917529797919047944""",,Exotic,Gauntlets,,Hunter,1570,,Arc Energy Capacity,10,Vault,true,false,false,1,1,,11,15,15,23,4,8,76,0,9,13,13,21,2,6,64,0,combatstyle,,Upgrade Armor*,*,*,*,*,Wish-Dragon Teeth*,,,,,,,,,
Necrotic Grip,2780717641,"""6917529804263903726""",,Exotic,Gauntlets,lostsectors,Warlock,1570,,Void Energy Capacity,5,Vault,true,true,false,4,12,,11,18,2,9,2,22,64,0,11,18,2,9,2,22,64,0,combatstyle,,Upgrade Armor*,*,*,*,*,Grasp of the Devourer*,,,,,,,,,
Brave Titan Helm,660037107,"""6917529033691158879""",,Common,Helmet,,Titan,1350,,,,Vault,false,true,false,1,1,,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,,,,,,,,,,,,,,,,,
Woven Firesmith Vest,2791841721,"""6917529094114749566""",,Legendary,Chest Armor,,Hunter,1350,1060,Void Damage Resistance,3,Vault,false,true,false,2,5,,20,20,0,10,5,5,60,0,20,10,0,10,5,5,50,0,,,Mobile Hunter Armor*,Plasteel Reinforcement Mod*,Restorative Mod,Tier 3 Armor*,New Age Black Armory*,Unflinching Linear Fusion Aim*,Unflinching Pulse Rifle Aim,Submachine Gun Reserves*,Primary Ammo Finder,,,,,,
Wise Warlock Robes,2209865285,"""6917529029377678461""",,Common,Chest Armor,,Warlock,1350,,,,Vault,false,true,false,1,1,,0,1,1,0,0,0,2,0,0,1,1,0,0,0,2,0,,,,,,,,,,,,,,,,,
Secant Filaments,511888814,"""6917529795073804245""",,Exotic,Leg Armor,lostsectors,Warlock,1570,,Void Energy Capacity,2,Vault,true,true,false,5,16,,9,13,10,14,8,9,63,0,9,13,10,14,8,9,63,0,combatstyle,,Upgrade Armor*,*,*,*,*,Devouring Rift*,,,,,,,,,
Helm of Saint-14,106575079,"""6917529199028619798""",,Exotic,Helmet,,Titan,1552,,Void Energy Capacity,10,Vault,true,true,false,1,2,,9,10,25,8,17,10,79,0,7,3,23,6,15,8,62,0,combatstyle,,Minor Resilience Mod*,Fusion Rifle Ammo Finder*,Linear Fusion Rifle Ammo Finder*,Taking Charge*,Gift of the Nine*,Upgrade Armor*,*,*,*,*,The Fourteenth Anamnesis*,Starless Night*,,,
Mask of the Quiet One,197761152,"""6917529075552262877""",,Exotic,Helmet,,Titan,1350,,,,Vault,false,true,false,1,1,,0,20,10,5,5,10,50,0,0,20,0,5,5,10,40,0,,,Metallic Sunrise*,Dreaded Visage*,Mobility Enhancement Mod,Restorative Mod*,Pulse Rifle Targeting,Sidearm Targeting,Ashes to Assets*,Shotgun Reserves*,Heavy Ammo Finder,*,,,,,
Cuirass of the Falling Star,2321120637,"""6917529399142950499""",,Exotic,Chest Armor,lostsectors,Titan,1560,,Arc Energy Capacity,10,Vault,true,true,false,4,13,,4,28,14,12,22,4,84,0,2,16,12,10,20,2,62,0,combatstyle,,Resilience Mod*,Arc Resistance*,Arc Resistance*,Lucent Blade*,Vanguard Distinction*,Upgrade Armor*,*,*,*,*,Glorious Charge*,,,,
Hallowfire Heart,1192890598,"""6917529199034012933""",,Exotic,Chest Armor,,Titan,1350,,Void Energy Capacity,10,Vault,true,true,false,1,1,,19,10,20,4,21,12,86,0,17,8,8,2,19,10,64,0,combatstyle,,Recovery Mod*,Hand Cannon Reserves*,Hand Cannon Reserves*,Upgrade Armor*,*,*,*,*,Sunfire Furnace*,,,,,,
Aeon Safe,1654461647,"""6917529806399698576""",,Exotic,Gauntlets,,Titan,1570,,Arc Energy Capacity,2,Vault,true,false,false,1,2,,3,13,17,6,9,18,66,0,3,13,17,6,9,18,66,0,combatstyle,,Upgrade Armor*,*,*,*,*,Sect of Force*,,,,,,,,,
Mask of Bakris,1619425569,"""6917529423691253483""",,Exotic,Helmet,lostsectors,Hunter,1350,,Void Energy Capacity,10,Vault,true,true,false,4,12,,15,4,19,14,12,12,76,0,13,2,17,12,10,10,64,0,combatstyle,,Sword Ammo Finder*,Upgrade Armor*,*,*,*,*,Light Shift*,,,,,,,,
Solstice Gloves (Majestic),2163610255,"""6917529098944804720""",,Legendary,Gauntlets,events,Warlock,1350,1060,Solar Damage Resistance,1,Vault,false,true,false,2,7,Solstice,10,10,10,5,5,5,45,0,0,10,10,5,5,5,35,0,,,Heavy Warlock Armor*,Mobility Enhancement Mod*,Plasteel Reinforcement Mod,Tier 1 Armor*,Fastball*,Kinetic Weapon Loader,Enhanced Grenade Launcher Loader,Shotgun Scavenger*,Heavy Ammo Finder,Empty Activity Mod Socket*,Remove Armor Glow*,,,,
Notorious Collector Strides,1504400871,"""6917529091520088993""",,Legendary,Leg Armor,gambitprime,Hunter,1350,1060,Void Damage Resistance,5,Vault,false,true,false,2,6,,10,10,10,5,5,5,45,0,0,10,10,5,5,5,35,0,,,Survivalist Hunter Armor*,Mobility Enhancement Mod*,Plasteel Reinforcement Mod,Masterwork*,Crimson Valor*,Enhanced Shotgun Dexterity*,Auto Rifle Scavenger*,,,,,,,,
Candescent Grips,1535334771,"""6917529799381471429""",,Legendary,Gauntlets,events,Hunter,1570,,Solar Energy Capacity,10,Vault,true,true,false,5,17,Solstice,4,24,22,17,16,4,87,0,2,12,20,15,14,2,65,0,combatstyle,,Resilience Mod*,Upgrade Armor*,*,*,*,*,Spark of Recovery*,Small Kindling*,Large Kindling*,Fully Rekindled*,Fully Rekindled*,,,,
Ophidian Aspect,3627185503,"""6917529794206298925""",,Exotic,Gauntlets,,Warlock,1570,,Arc Energy Capacity,10,Vault,true,true,false,1,2,,10,24,5,18,14,4,75,0,8,22,3,16,12,2,63,0,combatstyle,,Upgrade Armor*,*,*,*,*,Cobra Totemic*,,,,,,,,,
Wise Warlock Hood,3081865122,"""6917529029377674806""",,Common,Helmet,,Warlock,1350,,,,Vault,false,true,false,1,1,,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,
Bladesmith's Memory Grips,2334017923,"""6917529199781497608""",,Legendary,Gauntlets,dcv,Hunter,1520,,Arc Energy Capacity,10,Vault,true,true,false,3,11,,22,4,22,4,19,13,84,0,10,2,20,2,17,11,62,0,combatstyle,,Mobility Mod*,Unstoppable Scout Rifle*,Powerful Friends*,Lion's Pride*,Change Energy Type*,*,*,*,*,Solstice Grasps (Magnificent)*,,,,,
The Sixth Coyote,1474735277,"""6917529805046908853""",,Exotic,Chest Armor,,Hunter,1570,,Arc Energy Capacity,9,Vault,true,true,false,2,4,,14,17,3,13,2,17,66,0,14,17,3,13,2,17,66,0,combatstyle,,Upgrade Armor*,*,*,*,*,Double Dodge*,,,,,,,,,
Osmiomancy Gloves,3259193988,"""6917529794206295086""",,Exotic,Gauntlets,lostsectors,Warlock,1570,,Stasis Cost,10,Vault,true,true,false,5,16,,9,32,4,8,11,16,80,0,2,30,2,6,9,14,63,0,combatstyle,,Minor Mobility Mod*,Grenade Kickstart*,Grenade Kickstart*,Argent Teratorn*,Upgrade Armor*,*,*,*,*,Fervid Coldsnap*,,,,,
Brave Titan Gauntlets,2448010882,"""6917529033678621315""",,Common,Gauntlets,,Titan,1350,,,,Vault,false,true,false,1,1,,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,,,,,,,,,,,,,,,,,
Legacy's Oath Robes,3975122240,"""6917529239016191619""",,Legendary,Chest Armor,deepstonecrypt,Warlock,1560,,Void Energy Capacity,10,Vault,true,true,false,4,12,,4,4,30,15,22,8,83,0,2,2,28,13,10,6,61,0,"combatstyle,deepstonecrypt",,Intellect Mod*,Unflinching Fusion Rifle Aim*,Photo Finish*,Upgrade Armor*,*,*,*,*,Dendrite Shimmer Robes*,,,,,,
Mantle of Battle Harmony,3301944824,"""6917529760881385944""",,Exotic,Chest Armor,lostsectors,Warlock,1561,,Solar Energy Capacity,10,Vault,true,true,false,4,13,,12,13,14,15,14,10,78,0,10,11,12,13,12,8,66,0,combatstyle,,Upgrade Armor*,*,*,*,*,Absorption Cells*,,,,,,,,,
An Insurmountable Skullfort,197761153,"""6917529082550827567""",,Exotic,Helmet,,Titan,1350,,,,Vault,false,true,false,1,1,,10,10,10,5,5,10,50,0,0,10,10,5,5,10,40,0,,,Transfusion Matrix*,Mobility Enhancement Mod*,Restorative Mod,Hands-On*,Hand Cannon Targeting,Shotgun Reserves*,Special Ammo Finder,*,,,,,,,
Brave Titan's Mark,1040474575,"""6917529033688016928""",,Common,Titan Mark,,Titan,1350,,,,Vault,false,true,false,1,1,,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,
Reverie Dawn Casque,2824453288,"""6917529074313458136""",,Legendary,Helmet,dreaming,Hunter,1350,1060,Void Damage Resistance,5,Vault,false,true,false,2,4,,10,0,20,5,5,5,45,0,10,0,10,5,5,5,35,0,,,Survivalist Hunter Armor*,Plasteel Reinforcement Mod,Restorative Mod*,Taken Barrier*,Masterwork*,Praetorian Visage*,Submachine Gun Targeting,Heavy Lifting*,Hands-On,Fusion Rifle Reserves*,Grenade Launcher Reserves,,,,
Tusked Allegiance Grips,4017738218,"""6917529795804840163""",,Legendary,Gauntlets,psiops,Hunter,1560,,Void Energy Capacity,10,Vault,true,true,false,5,16,,4,28,8,4,26,8,78,0,2,26,6,2,24,6,66,0,combatstyle,,Upgrade Armor*,*,*,*,*,Uniformed Officer*,,,,,,,,,
Hallowfire Heart,1192890598,"""6917529797155892802""",,Exotic,Chest Armor,,Titan,1570,,Stasis Cost,9,Vault,true,false,false,1,1,,4,32,7,16,7,9,75,0,4,22,7,16,7,9,65,0,combatstyle,,Resilience Mod*,Upgrade Armor*,*,*,*,*,Sunfire Furnace*,,,,,,,,
The Dragon's Shadow,2766109874,"""6917529356616484106""",,Exotic,Chest Armor,,Hunter,1350,,Arc Energy Capacity,10,Vault,true,true,false,1,1,,14,21,4,11,14,12,76,0,12,19,2,9,12,10,64,0,combatstyle,,Upgrade Armor*,*,*,*,*,Wraithmetal Mail*,,,,,,,,,
Bulletsmith's Ire Helm,2719710110,"""6917529202148392931""",,Legendary,Helmet,dcv,Titan,1350,,Arc Energy Capacity,10,Vault,true,true,false,3,11,,8,10,17,32,12,4,83,0,6,8,15,20,10,2,61,0,combatstyle,,Discipline Mod*,Hands-On*,Hands-On*,Midnight Smith*,Upgrade Armor*,*,*,*,*,,,,,,
Gemini Jester,1163283805,"""6917529795061085966""",,Exotic,Leg Armor,,Hunter,1570,,Void Energy Capacity,4,Vault,true,true,false,1,2,,32,2,2,10,9,13,68,0,32,2,2,10,9,13,68,0,combatstyle,,Upgrade Armor*,*,*,*,*,Misdirection*,,,,,,,,,
Shards of Galanor,1098931325,"""6917529083964057608""",,Exotic,Gauntlets,,Hunter,1350,,,,Vault,false,true,false,2,4,,20,10,0,5,5,10,50,0,10,10,0,5,5,10,40,0,,,Sharp Edges*,Mobility Enhancement Mod*,Plasteel Reinforcement Mod,Paragon Mod*,New Monarchy Succession*,Shotgun Loader,Fastball,Momentum Transfer*,Shotgun Scavenger*,Sword Scavenger,*,,,,
Shards of Galanor,691578979,"""6917529321748090609""",,Exotic,Gauntlets,,Hunter,1350,,Arc Energy Capacity,10,Vault,true,true,false,2,4,,16,5,16,11,11,15,74,0,14,3,14,9,9,13,62,0,combatstyle,,Upgrade Armor*,*,*,*,*,Sharp Edges*,,,,,,,,,
Iron Fellowship Helm,3018777825,"""6917529087840214210""",,Legendary,Helmet,ironbanner,Titan,1350,1060,Solar Damage Resistance,1,Vault,false,false,false,2,5,,20,10,0,5,5,5,45,0,10,10,0,5,5,5,35,0,,,Mobile Titan Armor*,Mobility Enhancement Mod*,Restorative Mod,Tier 1 Armor*,Iron Strength*,Linear Fusion Rifle Targeting*,Submachine Gun Targeting,Sniper Rifle Reserves*,Heavy Ammo Finder,,,,,,
Skull of Dire Ahamkara,1030017949,"""6917529743628018607""",,Exotic,Helmet,,Warlock,1560,,Solar Energy Capacity,10,Vault,true,true,false,1,1,,8,10,22,10,15,10,75,0,6,8,20,8,13,8,63,0,combatstyle,,Upgrade Armor*,*,*,*,*,Actual Grandeur*,,,,,,,,,
Radiant Dance Machines,1702288800,"""6917529446866493231""",,Exotic,Leg Armor,lostsectors,Hunter,1350,,Void Energy Capacity,10,Vault,true,true,false,4,15,,23,11,14,11,24,-6,77,0,11,9,12,9,22,2,65,0,combatstyle,,Mobility Mod*,Deprecated Armor Mod*,Hand Cannon Scavenger*,Protective Light*,Upgrade Armor*,*,*,*,*,The Dance*,,,,,
Deep Explorer Helmet,2610749098,"""6917529764611358704""",,Legendary,Helmet,duality,Titan,1560,,Arc Energy Capacity,10,Vault,true,true,false,5,17,,4,33,12,18,11,8,86,0,2,21,10,16,9,6,64,0,combatstyle,,Resilience Mod*,Rocket Launcher Ammo Finder*,Linear Fusion Rifle Ammo Finder*,Queen's Colors*,Upgrade Armor*,*,*,*,*,,,,,,
Eidolon Pursuant Veil,217647949,"""6917529793967271929""",,Legendary,Helmet,haunted,Warlock,1560,,Solar Energy Capacity,10,Vault,true,true,false,5,17,,4,23,12,23,11,4,77,0,2,21,10,21,9,2,65,0,combatstyle,,Upgrade Armor*,*,*,*,*,Visage of the Reaper*,,,,,,,,,
Candescent Mask,1529773610,"""6917529802714230260""",,Legendary,Helmet,events,Hunter,1350,,Solar Energy Capacity,10,Vault,true,true,false,5,17,Solstice,4,19,22,19,4,13,81,0,2,12,20,17,2,11,64,0,combatstyle,,Minor Resilience Mod*,Upgrade Armor*,*,*,*,*,Spark of Recovery*,No Kindling Added*,Large Kindling*,Fully Rekindled*,Fully Rekindled*,,,,
Getaway Artist,3070357340,"""6917529090807874772""",,Exotic,Gauntlets,,Warlock,1350,,,,Vault,false,true,false,2,6,,0,20,10,5,10,5,50,0,0,10,10,5,10,5,40,0,,,Dynamic Duo*,Mobility Enhancement Mod,Plasteel Reinforcement Mod*,Ayrin's Swagger*,Frumious Blue*,Fusion Rifle Loader,Fastball,Impact Induction*,Fusion Rifle Scavenger*,Rocket Launcher Scavenger,*,,,,
Wildwood Gloves,4204091653,"""6917529228576359275""",,Legendary,Gauntlets,edz,Warlock,1350,,Solar Energy Capacity,10,Vault,true,true,false,3,11,,4,4,32,14,4,13,71,0,2,2,30,12,2,11,59,0,combatstyle,,Upgrade Armor*,*,*,*,*,,,,,,,,,,
Notorious Reaper Gloves,3734494146,"""6917529100264321505""",,Legendary,Gauntlets,gambitprime,Warlock,1350,1060,Arc Damage Resistance,5,Vault,false,false,false,2,6,,20,0,10,10,5,5,50,0,10,0,10,10,5,5,40,0,,,Mobile Warlock Armor*,Mobility Enhancement Mod*,Plasteel Reinforcement Mod,Super Mod*,Masterwork*,Enhanced Impact Induction*,Shotgun Scavenger*,,,,,,,,
Star-Eater Scales,1001356380,"""6917529353018278520""",,Exotic,Leg Armor,lostsectors,Hunter,1350,,Solar Energy Capacity,10,Vault,true,true,false,4,14,,4,12,32,4,14,17,83,0,2,10,20,2,12,15,61,0,combatstyle,,Recovery Mod*,Taking Charge*,Verdigris*,Upgrade Armor*,*,*,*,*,Feast of Light*,,,,,,
Reverie Dawn Tabard,2859583726,"""6917529069811656863""",,Legendary,Chest Armor,dreaming,Warlock,1350,1060,Solar Damage Resistance,4,Vault,false,true,false,2,4,,30,0,10,10,5,5,60,0,20,0,10,10,5,5,50,0,,,Mobile Warlock Armor*,Mobility Enhancement Mod*,Restorative Mod,Riven's Curse*,Tier 4 Armor*,Burnished Dreams*,Unflinching Pulse Rifle Aim*,Unflinching Shotgun Aim,Unflinching Kinetic Aim,Bow Reserves*,Submachine Gun Reserves,,,,
Holdfast Vest,2930001572,"""6917529202230990496""",,Legendary,Chest Armor,seasonpass,Hunter,1570,,Arc Energy Capacity,10,Vault,true,true,false,3,11,,16,4,18,10,21,4,73,0,14,2,16,8,19,2,61,0,combatstyle,,Armor of the Dying Star*,Arc Resistance*,Bergusian Night*,Upgrade Armor*,*,*,*,*,Solstice Vest (Magnificent)*,,,,,,
Gunsmith's Devotion Gloves,2286640864,"""6917529198764043624""",,Legendary,Gauntlets,dcv,Warlock,1560,,Arc Energy Capacity,10,Vault,true,true,false,3,11,,4,32,11,11,9,14,81,0,2,20,9,9,7,12,59,0,combatstyle,,Resilience Mod*,Unstoppable Scout Rifle*,Lucent Blade*,Midnight Smith*,Upgrade Armor*,*,*,*,*,,,,,,
