Name,Hash,Id,Tag,Tier,Type,Source,Equippable,Power,Power Limit,Energy Capacity,Owner,Locked,Equipped,Year,Season,Event,Mobility,Resilience,Recovery,Discipline,Intellect,Strength,Total,Mobility (Base),Resilience (Base),Recovery (Base),Discipline (Base),Intellect (Base),Strength (Base),Total (Base),Seasonal Mod,Loadouts,Notes,Perks 0,Perks 1,Perks 2,Perks 3,Perks 4,Perks 5,Perks 6,Perks 7,Perks 8,Perks 9,Perks 10,Perks 11,Perks 12
Gloves of the Great Hunt,2850984298,"""6917529210851978170""",,Legendary,Gauntlets,lastwish,Warlock,1600,,9,Vault,true,false,4,12,,2,11,16,12,16,6,63,2,11,16,12,16,6,63,lastwish, - Last Wish - ,#raid,Transcendent Blessing*,Goldleaf*,Upgrade Armor*,*,*,*,*,Dragonfly Regalia Reaches*,Taken Barrier*,,,,
Corrupting Echo Cover,3171090615,"""6917529902513218840""",junk,Legendary,Helmet,30th,Warlock,1800,,10,Vault,false,false,4,15,,12,18,8,21,4,12,75,10,16,6,19,2,10,63,artifice,,,Upgrade Armor*,*,*,*,*,Artifice Armor*,,,,,,,
Mantle of Battle Harmony,3301944824,"""6917529387354206997""",junk,Exotic,Chest Armor,lostsectors,Warlock,1600,,10,Vault,false,false,4,13,,12,4,21,9,16,12,74,10,2,19,7,14,10,62,,,"#neutral, #casual #pve, #pvp, high recovery",Testudo*,Upgrade Armor*,*,*,*,*,Rosined Drone*,Absorption Cells*,,,,,
Eidolon Pursuant Plate,2288543943,"""6917529842935157454""",archive,Legendary,Chest Armor,haunted,Titan,1600,,2,Vault,true,false,5,17,,2,18,7,2,22,2,53,2,18,7,2,22,2,53,,,high resilience + high intellect,Upgrade Armor*,*,*,*,*,Visage of the Reaper*,,,,,,,
Skull of Dire Ahamkara,1030017949,"""6917529113709157086""",archive,Exotic,Helmet,,Warlock,1600,,10,Vault,true,false,1,1,,4,11,22,19,4,10,70,2,9,20,17,2,8,58,,,"#void, #pve",Byzantium Lotus*,Upgrade Armor*,*,*,*,*,The Want of Lies and Wishes*,Actual Grandeur*,,,,,
Mask of the Great Hunt,3423279826,"""6917529903273905315""",,Legendary,Helmet,lastwish,Hunter,1800,,5,Vault,true,false,4,12,,2,16,15,25,6,2,66,2,16,15,25,6,2,66,lastwish,,high total,Upgrade Armor*,*,*,*,*,,,,,,,,
Contraverse Hold,1906093346,"""6917529399410628630""",,Exotic,Gauntlets,,Warlock,1600,,6,Vault,true,false,2,4,,16,6,14,16,8,6,66,16,6,14,16,8,6,66,, - Contraverse Holds - ,"#void, #casual #pve, #pvp",Upgrade Armor*,*,*,*,*,Grasp of the Void*,Chaotic Exchanger*,,,,,,
Vernal Growth Robes,2967148056,"""6917529092645802700""",archive,Legendary,Chest Armor,eververse,Warlock,1600,1060,,Vault,true,false,2,6,The Revelry,0,10,30,5,5,10,60,0,10,20,5,5,10,50,,,revelry,Restorative Warlock Armor*,Mobility Enhancement Mod,Restorative Mod*,Mobility Mod*,Masterwork*,Imperial Opulence*,Unflinching Power Aim*,Unflinching Sniper Aim,Auto Rifle Reserves,Special Ammo Finder*,,,
Lunafaction Boots,4136768282,"""6917529204270002605""",,Exotic,Leg Armor,,Warlock,1600,,9,Vault,true,false,1,1,,15,3,14,23,7,2,64,15,3,14,23,7,2,64,, - Last Wish - ,"#neutral #solar, #raid #pve, bota with emp rift might be a better option post bubble nerf",Atmospheric Glow*,Upgrade Armor*,*,*,*,*,Alchemical Etchings*,,,,,,
Crown of Tempests,3381022969,"""6917529173687287923""",archive,Exotic,Helmet,,Warlock,1600,,9,Vault,true,false,1,1,,3,7,23,15,13,2,63,3,7,23,15,13,2,63,,,"#arc, #casual #pve, test vintage timber w/ no orn",Skele-Ghaul*,Upgrade Armor*,*,*,*,*,Diadem of Deceit*,Conduction Tines*,,,,,
Pathfinder's Chestplate,2606405484,"""6917529616768793679""",,Legendary,Chest Armor,lost,Titan,1600,,10,Vault,true,false,4,15,,4,4,32,15,9,8,72,2,2,30,13,7,6,60,,Kepri's Horn - ,high recovery,Atmospheric Glow*,Upgrade Armor*,*,*,*,*,Kabr's Wrath*,,,,,,
Resonant Fury Gauntlets,2150515362,"""6917529715211531982""",,Legendary,Gauntlets,votd,Titan,1600,,9,Vault,true,false,5,16,,6,8,18,21,2,10,65,6,8,18,21,2,10,65,vowofthedisciple,,high recovery + high discipline,Upgrade Armor*,*,*,*,*,,,,,,,,
Eidolon Pursuant Plate,2288543943,"""6917529804395099765""",junk,Legendary,Chest Armor,haunted,Titan,1600,,10,Vault,false,false,5,17,,4,28,4,28,4,4,72,2,26,2,26,2,2,60,,,"high resilience + high discipline. Technically 6917529804421399855 is better, but they're both incredible",Upgrade Armor*,*,*,*,*,Visage of the Reaper*,,,,,,,
Citan's Ramparts,1190497097,"""6917529204259176075""",,Exotic,Gauntlets,,Titan,1600,,9,Vault,true,false,3,10,,6,12,13,2,18,11,62,6,12,13,2,18,11,62,,,"#neutral, #pvp, high recovery + high intellect",Amethyst Veil*,Upgrade Armor*,*,*,*,*,Assault Barricade*,,,,,,
Lightkin Cover,1245678091,"""6917529405523100261""",archive,Legendary,Helmet,servitor,Warlock,1600,,10,Vault,true,false,4,14,,4,4,27,4,30,4,73,2,2,25,2,28,2,61,,PvP Transversives,"#pvp, high recovery + high intellect",Vintage Timber*,Upgrade Armor*,*,*,*,*,Dawn Singer Hood*,,,,,,
Resonant Fury Bond,2422261368,"""6917529726431478690""",,Legendary,Warlock Bond,votd,Warlock,1600,,10,Vault,true,false,5,16,,2,2,2,2,2,2,12,0,0,0,0,0,0,0,vowofthedisciple,,#raid #pve,Royal Dye*,Upgrade Armor*,Valkyrian Bond*,,,,,,,,,,
Fallen Sunstar,1849149215,"""6917529856211513968""",,Exotic,Helmet,lostsectors,Warlock,1810,,4,Vault,false,false,5,18,,2,16,13,11,6,14,62,2,16,13,11,6,14,62,,,#arc #pve,Spectral Indigo*,Upgrade Armor*,*,*,*,*,Ionic Conductor*,,,,,,
Tusked Allegiance Greaves,2270509928,"""6917529855020366505""",,Legendary,Leg Armor,psiops,Titan,1600,,10,Vault,true,false,5,16,,4,28,4,22,14,4,76,2,26,2,20,12,2,64,,,high resilience + high discipline,Upgrade Armor*,*,*,*,*,,,,,,,,
Claws of Ahamkara,3288917178,"""6917529423720264397""",,Exotic,Gauntlets,,Warlock,1810,,3,Vault,false,false,1,3,,2,6,25,9,8,13,63,2,6,25,9,8,13,63,,,"#neutral #stasis, #pve",Upgrade Armor*,*,*,*,*,The Whispers*,,,,,,,
Tusked Allegiance Boots,693728753,"""6917529762605308404""",,Legendary,Leg Armor,psiops,Warlock,1600,,10,Vault,true,false,5,16,,8,26,4,24,11,4,77,6,24,2,22,9,2,65,,,high reslience + high discipline,Upgrade Armor*,*,*,*,*,,,,,,,,
Atavistic Idol Helmet,486861531,"""6917529900869930714""",infuse,Legendary,Helmet,trials,Titan,1806,,3,Vault,false,false,5,17,,6,16,10,15,9,7,63,6,16,10,15,9,7,63,,,,Upgrade Armor*,*,*,*,*,,,,,,,,
Ursa Furiosa,1848640623,"""6917529263503390166""",junk,Exotic,Gauntlets,,Titan,1600,,10,Vault,false,false,2,4,,10,6,23,10,13,12,74,8,4,21,8,11,10,62,,,"#void, #endgame #pve, high recovery",Valkyrie Zero*,Upgrade Armor*,*,*,*,*,Ursus Maritimus*,Ursine Guard*,,,,,
Facade of the Hezen Lords,673599343,"""6917529629835813216""",,Legendary,Helmet,vaultofglass,Warlock,1600,,10,Vault,true,false,4,14,,4,9,24,21,13,4,75,2,7,22,19,11,2,63,vaultofglass, - Stormdancers - ,"#raid, high recovery + high discipline",Upgrade Armor*,*,*,*,*,,,,,,,,
Helm of Saint-14,106575079,"""6917529216340262790""",,Exotic,Helmet,,Titan,1797,,10,Vault,true,false,1,2,,4,9,25,22,10,4,74,2,7,23,20,8,2,62,,,"#void, #endgame/#raid #pve, high recovery + high discipline",Tyrian Abyss*,Upgrade Armor*,*,*,*,*,The Fourteenth Anamnesis*,Starless Night*,,,,,
Atavistic Idol Greaves,1026828708,"""6917529806279382770""",,Legendary,Leg Armor,trials,Titan,1600,,9,Vault,true,false,5,17,,2,19,9,16,8,7,61,2,19,9,16,8,7,61,,,high total,Carminica*,Upgrade Armor*,*,*,*,*,,,,,,,
Wild Hunt Mask,4079117607,"""6917529260512149638""",archive,Legendary,Helmet,seasonpass,Hunter,1600,,10,Vault,true,false,4,12,,9,8,22,8,22,9,78,7,6,20,6,20,7,66,,,high recovery + high intellect,Valkyrie Zero*,Upgrade Armor*,*,*,*,*,Pyrrhic Ascent Mask*,,,,,,
Bond of the Taken King,1961182320,"""6917529906771996925""",infuse,Legendary,Warlock Bond,dungeon,Warlock,1810,,2,Vault,false,false,6,21,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,Upgrade Armor*,,,,,,,,,,,,
Nezarec's Sin,3381022971,"""6917529194142797894""",,Exotic,Helmet,,Warlock,1600,,10,Vault,true,false,1,1,,14,9,17,15,18,4,77,12,7,15,13,16,2,65,, - Nezarec's Sin - ,"#void, #casual #pve, if using void guns, it seems like verity's would be more effective since the timer nerf",Melchizedek Bramble*,Upgrade Armor*,*,*,*,*,Afraid of the Dark*,Abyssal Extractors*,,,,,
Pyrrhic Ascent Strides,120441703,"""6917529467721321919""",,Legendary,Leg Armor,trials,Hunter,1600,,10,Vault,true,false,4,14,,16,4,18,11,15,11,75,14,2,16,9,13,9,63,,,high total,Carminica*,Upgrade Armor*,*,*,*,*,Dendrite Shimmer Strides*,,,,,,
Shards of Galanor,691578979,"""6917529889654305199""",,Exotic,Gauntlets,,Hunter,1810,,3,Vault,false,false,2,4,,15,3,15,19,10,2,64,15,3,15,19,10,2,64,,,,Upgrade Armor*,*,*,*,*,Sharp Edges*,,,,,,,
Icefall Mantle,1467044898,"""6917529876136918269""",,Exotic,Gauntlets,lostsectors,Titan,1790,,2,Vault,false,false,4,12,,8,18,6,12,11,8,63,8,18,6,12,11,8,63,,,#casual #pve,Upgrade Armor*,*,*,*,*,Glacial Guard*,,,,,,,
Memory of Cayde Cloak,4210833117,"""6917529892691133135""",infuse,Legendary,Hunter Cloak,campaign,Hunter,1810,,1,Vault,false,false,4,12,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,Upgrade Armor*,,,,,,,,,,,,
Philomath Boots,3084633087,"""6917529466963143190""",junk,Legendary,Leg Armor,legendaryengram,Warlock,1600,,10,Vault,false,false,4,12,,8,4,25,22,14,4,77,6,2,23,20,12,2,65,, - Contraverse Holds - ,high total,Skele-Ghaul*,Upgrade Armor*,*,*,*,*,Virtuous Boots*,,,,,,
Orpheus Rig,193869523,"""6917529194926091154""",,Exotic,Leg Armor,,Hunter,1809,,10,Vault,true,false,1,1,,12,8,17,17,13,4,71,10,6,15,15,11,2,59,, - Orpheus Rigs - ,"#void, #endgame/#casual #pve",Crucible Redjack*,Upgrade Armor*,*,*,*,*,Calliope's Lullaby*,Uncanny Arrows*,,,,,
Gensym Knight Boots,2010051528,"""6917529822028629128""",archive,Legendary,Leg Armor,,Warlock,1600,,2,Vault,true,false,4,15,,2,2,30,6,26,2,68,2,2,30,6,26,2,68,,,high recovery + high intellect,Upgrade Armor*,*,*,*,*,,,,,,,,
Resonant Fury Plate,1627640710,"""6917529724905245048""",,Legendary,Chest Armor,votd,Titan,1600,,10,Vault,true,false,5,16,,4,8,26,19,4,15,76,2,6,24,17,2,13,64,vowofthedisciple,Aeons,"#raid, high recovery",Crimson Valor*,Upgrade Armor*,*,*,*,*,,,,,,,
Wild Hunt Gauntlets,2545401128,"""6917529211611674985""",junk,Legendary,Gauntlets,seasonpass,Titan,1600,,10,Vault,false,false,4,12,,8,10,21,14,16,9,78,6,8,19,12,14,7,66,,,#pve,Crucible Carmine*,Upgrade Armor*,*,*,*,*,Ringwalker Gauntlets*,,,,,,
Eidolon Pursuant Helm,527342912,"""6917529798520561021""",archive,Legendary,Helmet,haunted,Titan,1600,,9,Vault,true,false,5,17,,2,26,2,2,26,2,60,2,26,2,2,26,2,60,,,high resilience + high intellect,Upgrade Armor*,*,*,*,*,Visage of the Reaper*,,,,,,,
Swordflight 4.1,2094233929,"""6917529542199141847""",junk,Legendary,Helmet,crucible,Hunter,1600,,10,Vault,false,false,3,10,,15,4,18,16,16,4,73,13,2,16,14,14,2,61,,,high total,Polycarbon Powder*,Upgrade Armor*,*,*,*,*,Fire-Forged Hunter Head Ornament*,,,,,,
Ketchkiller's Robes,3833868247,"""6917529864933650096""",junk,Legendary,Chest Armor,plunder,Warlock,1600,,10,Vault,false,false,5,18,,8,24,8,22,14,4,80,6,22,6,20,12,2,68,,,high resilience + high discipline,Upgrade Armor*,*,*,*,*,,,,,,,,
Tusked Allegiance Helmet,2240729575,"""6917529795817649657""",,Legendary,Helmet,psiops,Titan,1600,,10,Vault,true,false,5,16,,4,26,9,18,11,9,77,2,24,7,16,9,7,65,,,high resilience,Upgrade Armor*,*,*,*,*,,,,,,,,
Legacy's Oath Gauntlets,1887490701,"""6917529894957542696""",,Legendary,Gauntlets,deepstonecrypt,Titan,1800,,9,Vault,false,false,4,12,,2,22,6,21,9,2,62,2,22,6,21,9,2,62,deepstonecrypt,,high resilience + high discipline,Erebos Glance*,Upgrade Armor*,*,*,*,*,,,,,,,
Eye of Another World,3381022970,"""6917529311798244006""",junk,Exotic,Helmet,,Warlock,1600,,10,Vault,false,false,1,1,,8,4,25,14,19,4,74,6,2,23,12,17,2,62,,"PvP Eye of Another World - ,  - PvP EoAW,  - Eye of Another World","#neutral, #pvp, #endgame #pve, interacts well with #stasis and surpasses ability cooldown caps",Verdant Crown*,Upgrade Armor*,*,*,*,*,Gaze beyond Worlds*,Cerebral Uplink*,,,,,
Ketchkiller's Boots,2030782835,"""6917529864925835860""",,Legendary,Leg Armor,plunder,Warlock,1600,,9,Vault,false,false,5,18,,6,6,22,22,10,2,68,6,6,22,22,10,2,68,,,high recovery + high discipline,Upgrade Armor*,*,*,*,*,,,,,,,,
Verity's Brow,2428181146,"""6917529900502030656""",,Exotic,Helmet,,Warlock,1810,,9,Vault,false,false,1,3,,2,21,10,15,2,13,63,2,21,10,15,2,13,63,,,"#neutral, #raid/#casual #pve, #mw",Erebos Glance*,Upgrade Armor*,*,*,*,*,The Fourth Magic*,,,,,,
Twisting Echo Mask,2744480004,"""6917529552547939437""",,Legendary,Helmet,30th,Hunter,1600,,9,Vault,false,false,4,15,,7,2,23,11,2,17,62,7,2,23,11,2,17,62,artifice,,"high recovery, keep for mod slot",Upgrade Armor*,*,*,*,*,Artifice Armor*,,,,,,,
Eidolon Pursuant Gauntlets,2388383505,"""6917529804395092491""",,Legendary,Gauntlets,haunted,Titan,1600,,10,Vault,true,false,5,17,,4,25,8,24,4,11,76,2,23,6,22,2,9,64,,,high resilience + high discipline,Metro Shift*,Upgrade Armor*,*,*,*,*,Visage of the Reaper*,,,,,,
Gemini Jester,1163283805,"""6917529233782493423""",,Exotic,Leg Armor,,Hunter,1600,,1,Vault,false,false,1,2,,22,2,9,7,14,8,62,22,2,9,7,14,8,62,,,"#neutral, #pvp, high mobility",Upgrade Armor*,*,*,*,*,Misdirection*,,,,,,,
Corrupting Echo Robes,3048458482,"""6917529902533296573""",,Legendary,Chest Armor,30th,Warlock,1800,,10,Vault,true,false,4,15,,4,4,29,23,4,12,76,2,2,27,21,2,10,64,artifice,,high recovery + high discipline,Upgrade Armor*,*,*,*,*,Artifice Armor*,,,,,,,
Candescent Gauntlets,1068450901,"""6917529799382160907""",,Legendary,Gauntlets,events,Titan,1600,,10,Vault,true,false,5,17,Solstice,4,14,22,14,8,14,76,2,12,20,12,6,12,64,,,high total,Bitterpearl*,Upgrade Armor*,*,*,*,*,Solstice Gauntlets (Resplendent)*,,,,,,
Vesper of Radius,1725917554,"""6917529198298454490""",,Exotic,Chest Armor,,Warlock,1810,,9,Vault,true,false,1,2,,9,9,16,11,18,2,65,9,9,16,11,18,2,65,,,"#neutral, #casual #pve, #pvp, interacts well with #stasis rift",Metro Shift*,Upgrade Armor*,*,*,*,*,Transcendent Geometry*,Planetary Torrent*,,,,,
Descending Echo Gauntlets,2771648715,"""6917529753120373034""",,Legendary,Gauntlets,30th,Titan,1600,,9,Vault,true,false,4,15,,2,6,25,5,10,21,69,2,6,25,2,10,21,66,artifice,,"high recovery, keep until better artifice armor",Upgrade Armor*,*,*,*,*,Discipline-Forged*,Artifice Armor*,,,,,,
Chromatic Fire,4057299718,"""6917529899093732794""",,Exotic,Chest Armor,,Warlock,1810,,10,Vault,true,false,2,4,,8,16,20,4,16,18,82,6,14,13,2,14,16,65,,Chromatic Fire - ,#casual #pve,Minor Recovery Mod*,Solar Resistance*,Solar Resistance*,Concussive Dampener*,Sinking Feeling*,Upgrade Armor*,*,*,*,*,Conflux Control*,Crystalline Transistor*,
Sealed Ahamkara Grasps,1688602431,"""6917529893031258702""",archive,Exotic,Gauntlets,,Hunter,1809,,1,Vault,true,false,1,3,,3,18,12,20,2,9,64,3,18,12,20,2,9,64,,,,Upgrade Armor*,*,*,*,*,Nightmare Fuel*,,,,,,,
One-Eyed Mask,2578771006,"""6917529407503744979""",,Exotic,Helmet,,Titan,1600,,9,Vault,true,false,2,4,,6,7,21,14,2,15,65,6,7,21,14,2,15,65,,,"#neutral, #pvp",Carminica*,Upgrade Armor*,*,*,*,*,Vengeance*,,,,,,
War Numen's Fist,2937773672,"""6917529813175225767""",,Legendary,Gauntlets,kf,Titan,1600,,10,Vault,true,false,5,18,,4,16,19,15,11,11,76,2,14,17,13,9,9,64,kingsfall,,high total,Basalt Toxic*,Upgrade Armor*,*,*,*,*,Knightly Noire Gauntlets*,,,,,,
Veritas Hood,1795262004,"""6917529857149013186""",junk,Legendary,Helmet,throneworld,Warlock,1810,,10,Vault,false,false,5,16,,4,28,8,23,8,14,85,2,26,6,21,6,2,63,,,"#pve, high resilience + high discipline",Strength Mod*,Kinetic Siphon*,Ashes to Assets*,Heavy Ammo Finder*,Valkyrie Zero*,Upgrade Armor*,*,*,*,*,Dawn Singer Hood*,,
Legacy's Oath Bond,2902277629,"""6917529210275085503""",,Legendary,Warlock Bond,deepstonecrypt,Warlock,1600,,10,Vault,true,false,4,12,,2,2,2,2,2,2,12,0,0,0,0,0,0,0,deepstonecrypt,,#raid,Upgrade Armor*,Phenotype Plasticity Bond*,,,,,,,,,,,
Candescent Boots,2022821262,"""6917529803860958527""",,Legendary,Leg Armor,events,Warlock,1600,,9,Vault,false,false,5,17,Solstice,2,15,14,14,2,15,62,2,15,14,14,2,15,62,,,high total,Upgrade Armor*,*,*,*,*,,,,,,,,
"NPA ""Weir-Walker"" Visor",1063769568,"""6917529906621439002""",,Legendary,Helmet,seasonpass,Warlock,1800,,10,Vault,true,false,6,21,,4,23,12,25,4,10,78,2,21,10,23,2,8,66,,,high resilience + high discipline,Upgrade Armor*,*,*,*,*,Sonar Amplifier*,,,,,,,
Mask of Bakris,1619425569,"""6917529214504481365""",junk,Exotic,Helmet,lostsectors,Hunter,1600,,10,Vault,false,false,4,12,,16,17,4,15,14,8,74,14,15,2,13,12,6,62,,,"#stasis, #pvp",Skele-Ghaul*,Upgrade Armor*,*,*,*,*,Beastly Visage*,Light Shift*,,,,,
Anti-Hero Victory,2629014079,"""6917529879485468094""",infuse,Legendary,Titan Mark,legendaryengram,Titan,1789,,1,Vault,false,false,3,11,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,Upgrade Armor*,,,,,,,,,,,,
Resonant Fury Robes,3300312357,"""6917529698316018340""",,Legendary,Chest Armor,votd,Warlock,1600,,10,Vault,true,false,5,16,,4,14,20,23,11,4,76,2,12,18,21,9,2,64,vowofthedisciple, - Raid VotD - ,"#raid, high recovery + high discipline",Carminica*,Upgrade Armor*,*,*,*,*,Pyrrhic Ascent Vestment*,,,,,,
Refugee Cloak,4195519897,"""6917529052826884861""",archive,Common,Hunter Cloak,campaign,Hunter,1600,,,Vault,true,false,1,1,,1,0,0,0,0,0,1,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,
Holdfast Mask,3097544525,"""6917529194926091870""",junk,Legendary,Helmet,seasonpass,Hunter,1600,,10,Vault,false,false,3,11,,13,4,19,15,14,9,74,11,2,17,13,12,7,62,,Stompees,high total,Tangled Bronze*,Upgrade Armor*,*,*,*,*,Dendrite Shimmer Mask*,,,,,,
Gloves of the Hezen Lords,3253292022,"""6917529428540744472""",junk,Legendary,Gauntlets,vaultofglass,Warlock,1600,,10,Vault,false,false,4,14,,15,4,17,4,30,4,74,13,2,15,2,28,2,62,vaultofglass,,high recovery + high intellect,Deprecated Armor Mod*,Goldleaf*,Upgrade Armor*,*,*,*,*,,,,,,
Gloves of the Taken King,1913823311,"""6917529907823499611""",,Legendary,Gauntlets,dungeon,Warlock,1800,,3,Vault,true,false,6,21,,2,29,2,8,19,6,66,2,29,2,8,19,6,66,artifice,,high resilience,Upgrade Armor*,*,*,*,*,Artifice Armor*,,,,,,,
Legacy's Oath Mark,2956588906,"""6917529213427209006""",,Legendary,Titan Mark,deepstonecrypt,Titan,1600,,10,Vault,true,false,4,12,,2,2,2,2,2,2,12,0,0,0,0,0,0,0,deepstonecrypt,,"#raid #pve, make arc",Carbon Blood*,Upgrade Armor*,Lustrous Chromite Mark*,,,,,,,,,,
Moonfang-X7 Helm,2234240008,"""6917529214184589822""",,Legendary,Helmet,dungeon,Titan,1600,,10,Vault,true,false,3,11,,4,4,29,22,14,4,77,2,2,27,20,12,2,65,,,"high total, transmog with prestige leviathan helmet",Valkyrie Zero*,Upgrade Armor*,*,*,*,*,Omega Mechanos Helm*,,,,,,
Vest of Trepidation,2787963735,"""6917529877622267333""",junk,Legendary,Chest Armor,nightmare,Hunter,1802,,3,Vault,false,false,6,20,,2,14,16,2,13,14,61,2,14,16,2,13,14,61,rootofnightmares,,#raid,Valkyrie Zero*,Upgrade Armor*,*,*,*,*,,,,,,,
Assassin's Cowl,2203146422,"""6917529406408311371""",archive,Exotic,Helmet,campaign,Hunter,1600,,10,Vault,true,false,3,8,,12,4,22,16,18,4,76,10,2,20,14,16,2,64,,,"#neutral, #casual #pve, probably good for solo #endgame content",Valkyrie Zero*,Upgrade Armor*,*,*,*,*,Vanishing Execution*,,,,,,
Mask of Bakris,1619425569,"""6917529855633854321""",,Exotic,Helmet,lostsectors,Hunter,1600,,10,Vault,false,false,4,12,,14,4,17,8,16,14,73,12,2,15,6,14,12,61,,,#pvp,Skele-Ghaul*,Upgrade Armor*,*,*,*,*,Beastly Visage*,Light Shift*,,,,,
Resonant Fury Boots,2748020989,"""6917529669845832046""",,Legendary,Leg Armor,votd,Warlock,1600,,10,Vault,true,false,5,16,,4,8,24,16,16,4,72,2,6,22,14,14,2,60,vowofthedisciple, - Raid VotD - ,"#raid, high total",Crucible Carmine*,Upgrade Armor*,*,*,*,*,,,,,,,
Bond of the Wormlore,766618550,"""6917529812147544199""",,Legendary,Warlock Bond,kf,Warlock,1810,,10,Vault,true,false,5,18,,2,2,2,2,2,12,22,0,0,0,0,0,0,0,kingsfall,,#pve #raid,Strength Mod*,Time Dilation*,Font of Restoration*,Gilded Smoke*,Upgrade Armor*,Run for Your Life*,,,,,,,
Eidolon Pursuant Greaves,1795075811,"""6917529842935160233""",,Legendary,Leg Armor,haunted,Titan,1600,,10,Vault,false,false,5,17,,8,4,25,21,10,8,76,6,2,23,19,8,6,64,,,high recovery + high discipline. replace id:6917529202874956490,Upgrade Armor*,*,*,*,*,Visage of the Reaper*,,,,,,,
Eidolon Pursuant Helm,527342912,"""6917529811414990987""",,Legendary,Helmet,haunted,Titan,1600,,10,Vault,true,false,5,17,,4,8,25,25,4,10,76,2,6,23,23,2,8,64,,,high recovery + high discipline,Upgrade Armor*,*,*,*,*,Visage of the Reaper*,,,,,,,
Corrupting Echo Cover,3171090615,"""6917529901216320303""",junk,Legendary,Helmet,30th,Warlock,1800,,10,Vault,false,false,4,15,,4,22,12,22,14,4,78,2,20,10,20,12,2,66,artifice,,high total,Upgrade Armor*,*,*,*,*,Artifice Armor*,,,,,,,
Eidolon Pursuant Plate,2288543943,"""6917529811439351544""",,Legendary,Chest Armor,haunted,Titan,1600,,10,Vault,true,false,5,17,,9,4,25,23,4,12,77,7,2,23,21,2,10,65,,,"high recovery + high discipline, replace id:6917529200982161158",Upgrade Armor*,*,*,*,*,Visage of the Reaper*,,,,,,,
Wild Hunt Vestment,317220729,"""6917529412052602651""",archive,Legendary,Chest Armor,seasonpass,Warlock,1600,,9,Vault,true,false,4,12,,2,2,28,2,25,2,61,2,2,28,2,25,2,61,,,"#pvp, high recovery + high intellect",Crucible Redjack*,Upgrade Armor*,*,*,*,*,Pyrrhic Ascent Vestment*,,,,,,
Wormhusk Crown,3562696927,"""6917529856054294449""",,Exotic,Helmet,,Hunter,1795,,10,Vault,false,false,1,3,,15,4,20,18,15,4,76,13,2,18,16,13,2,64,,,#pvp,Valkyrie Zero*,Upgrade Armor*,*,*,*,*,The Gate Lord*,Burning Souls*,,,,,
TM-Earp Custom Hood,2976233114,"""6917529893881842465""",infuse,Legendary,Helmet,dungeon,Hunter,1810,,2,Vault,false,false,5,19,,12,12,9,15,13,2,63,12,12,9,15,13,2,63,,,,Upgrade Armor*,*,*,*,*,,,,,,,,
Corrupting Echo Boots,2663987096,"""6917529901229781997""",,Legendary,Leg Armor,30th,Warlock,1800,,5,Vault,false,false,4,15,,9,20,2,24,7,2,64,9,20,2,24,7,2,64,artifice,,high resilience + high discipline,Upgrade Armor*,*,*,*,*,Artifice Armor*,,,,,,,
TM-Moss Custom Bond,3780604323,"""6917529893887067607""",infuse,Legendary,Warlock Bond,dungeon,Warlock,1810,,4,Vault,false,false,5,19,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,Upgrade Armor*,,,,,,,,,,,,
Deep Explorer Mask,4047213660,"""6917529806518483896""",junk,Legendary,Helmet,duality,Hunter,1803,,10,Vault,false,false,5,17,,8,28,4,4,9,25,78,6,26,2,2,7,23,66,artifice,,"#pve, high resilience + high strength",Horizon Blush*,Upgrade Armor*,*,*,*,*,Epialos Following Mask*,Artifice Armor*,,,,,
Shards of Galanor,691578979,"""6917529612720483769""",junk,Exotic,Gauntlets,,Hunter,1600,,10,Vault,false,false,2,4,,15,5,22,4,21,11,78,13,3,20,2,19,9,66,, - Shards of Galanor - ,"#solar, #casual #pve, high total",Valkyrie Zero*,Upgrade Armor*,*,*,*,*,Deathwish*,Sharp Edges*,,,,,
Eye of Another World,3381022970,"""6917529900241725550""",,Exotic,Helmet,,Warlock,1810,,10,Vault,false,false,1,1,,4,12,24,17,4,17,78,2,10,22,15,2,15,66,,,"#neutral, #pvp, #endgame #pve, interacts well with #stasis and #strand and surpasses ability cooldown caps",Verdant Crown*,Upgrade Armor*,*,*,*,*,Gaze beyond Worlds*,Cerebral Uplink*,,,,,
Lucky Pants,193869522,"""6917529867477898010""",archive,Exotic,Leg Armor,,Hunter,1600,,3,Vault,true,false,1,1,,3,29,2,10,2,19,65,3,29,2,10,2,19,65,,,"high recovery, #pvp",Upgrade Armor*,*,*,*,*,Illegally Modded Holster*,,,,,,,
Iron Fellowship Robes,2522706952,"""6917529196900219632""",,Legendary,Chest Armor,ironbanner,Warlock,1600,,10,Vault,true,false,3,11,,4,10,22,19,9,10,74,2,8,20,17,7,8,62,,"PvP Transversives, PvP Astrocyte - ,  - PvP EoAW","#pvp, high recovery + high discipline, usually takes sister shader with ada armor, keep for iron banner bonus",Iron Countershade*,Upgrade Armor*,*,*,*,*,Pyrrhic Ascent Vestment*,Iron Lord's Pride*,,,,,
